timestamp,open,high,low,close,volume
2025-03-28,1.401e-05,1.404e-05,1.305e-05,1.326e-05,2494342742.0
2025-03-29,1.33e-05,1.336e-05,1.243e-05,1.268e-05,1916229169.0
2025-03-30,1.27e-05,1.281e-05,1.23e-05,1.236e-05,1205192452.0
2025-03-31,1.244e-05,1.256e-05,1.196e-05,1.235e-05,2420075611.0
2025-04-01,1.249e-05,1.311e-05,1.249e-05,1.266e-05,1788153757.0
2025-04-02,1.261e-05,1.299e-05,1.195e-05,1.207e-05,6258213595.0
2025-04-03,1.215e-05,1.243e-05,1.183e-05,1.216e-05,2649310730.0
2025-04-04,1.218e-05,1.252e-05,1.195e-05,1.227e-05,1829214465.0
2025-04-05,1.232e-05,1.239e-05,1.209e-05,1.232e-05,356415903.0
2025-04-06,1.233e-05,1.236e-05,1.104e-05,1.131e-05,6744365246.0
2025-04-07,1.122e-05,1.178e-05,1.033e-05,1.141e-05,6774141307.0
2025-04-08,1.142e-05,1.17e-05,1.054e-05,1.054e-05,2600364936.0
2025-04-09,1.067e-05,1.214e-05,1.032e-05,1.19e-05,7734202521.0
2025-04-10,1.193e-05,1.211e-05,1.143e-05,1.168e-05,4894097293.0
2025-04-11,1.17e-05,1.235e-05,1.17e-05,1.219e-05,1738457031.0
2025-04-12,1.219e-05,1.265e-05,1.207e-05,1.255e-05,857788345.0
2025-04-13,1.249e-05,1.255e-05,1.196e-05,1.206e-05,3096964956.0
2025-04-14,1.207e-05,1.242e-05,1.194e-05,1.204e-05,2210324841.0
2025-04-15,1.198e-05,1.21e-05,1.166e-05,1.166e-05,1512878946.0
2025-04-16,1.165e-05,1.196e-05,1.148e-05,1.182e-05,2478757045.0
2025-04-17,1.187e-05,1.202e-05,1.16e-05,1.179e-05,2198358231.0
2025-04-18,1.174e-05,1.243e-05,1.169e-05,1.231e-05,1192757188.0
2025-04-19,1.229e-05,1.242e-05,1.214e-05,1.237e-05,1795457735.0
2025-04-20,1.236e-05,1.254e-05,1.211e-05,1.237e-05,3119288065.0
2025-04-21,1.242e-05,1.278e-05,1.222e-05,1.239e-05,2756373770.0
2025-04-22,1.236e-05,1.377e-05,1.22e-05,1.358e-05,4267848057.0
2025-04-23,1.362e-05,1.387e-05,1.317e-05,1.356e-05,5624708361.0
2025-04-24,1.356e-05,1.378e-05,1.292e-05,1.378e-05,924536858.0
2025-04-25,1.374e-05,1.427e-05,1.368e-05,1.416e-05,3173966872.0
2025-04-26,1.416e-05,1.522e-05,1.406e-05,1.414e-05,5261912973.0
2025-04-27,1.41e-05,1.417e-05,1.343e-05,1.345e-05,3911726957.0
2025-04-28,1.341e-05,1.419e-05,1.319e-05,1.369e-05,4703678219.0
2025-04-29,1.37e-05,1.391e-05,1.329e-05,1.33e-05,3268568612.0
2025-04-30,1.345e-05,1.351e-05,1.286e-05,1.322e-05,2812037100.0
2025-05-01,1.329e-05,1.374e-05,1.324e-05,1.35e-05,938335013.0
2025-05-02,1.345e-05,1.367e-05,1.329e-05,1.345e-05,2313472490.0
2025-05-03,1.345e-05,1.345e-05,1.291e-05,1.297e-05,726299294.0
2025-05-04,1.297e-05,1.322e-05,1.261e-05,1.261e-05,1378022353.0
2025-05-05,1.27e-05,1.295e-05,1.254e-05,1.268e-05,2163713298.0
2025-05-06,1.265e-05,1.275e-05,1.234e-05,1.275e-05,2620738411.0
2025-05-07,1.278e-05,1.293e-05,1.257e-05,1.281e-05,1790034097.0
2025-05-08,1.283e-05,1.456e-05,1.283e-05,1.436e-05,7636307122.0
2025-05-09,1.438e-05,1.561e-05,1.413e-05,1.503e-05,14748666407.0
2025-05-10,1.508e-05,1.705e-05,1.488e-05,1.705e-05,9466430544.0
2025-05-11,1.691e-05,1.725e-05,1.562e-05,1.59e-05,5988083979.0
2025-05-12,1.591e-05,1.762e-05,1.505e-05,1.575e-05,18042478304.0
2025-05-13,1.573e-05,1.658e-05,1.481e-05,1.637e-05,6932642953.0
2025-05-14,1.629e-05,1.669e-05,1.553e-05,1.573e-05,5668394327.0
2025-05-15,1.572e-05,1.588e-05,1.447e-05,1.482e-05,10052457442.0
2025-05-16,1.486e-05,1.518e-05,1.442e-05,1.454e-05,4617490393.0
2025-05-17,1.454e-05,1.458e-05,1.398e-05,1.418e-05,6268004396.0
2025-05-18,1.413e-05,1.534e-05,1.412e-05,1.507e-05,13813030280.0
2025-05-19,1.494e-05,1.512e-05,1.39e-05,1.455e-05,5043516613.0
2025-05-20,1.46e-05,1.488e-05,1.414e-05,1.456e-05,1900296883.0
2025-05-21,1.462e-05,1.516e-05,1.43e-05,1.484e-05,5983667107.0
2025-05-22,1.492e-05,1.55e-05,1.486e-05,1.55e-05,8067786482.0
2025-05-23,1.551e-05,1.602e-05,1.42e-05,1.431e-05,6209160442.0
2025-05-24,1.432e-05,1.455e-05,1.427e-05,1.438e-05,1102377287.0
2025-05-25,1.443e-05,1.466e-05,1.394e-05,1.443e-05,2231118575.0
2025-05-26,1.452e-05,1.474e-05,1.42e-05,1.436e-05,1615257766.0
2025-05-27,1.443e-05,1.465e-05,1.406e-05,1.444e-05,2113548422.0
2025-05-28,1.437e-05,1.453e-05,1.394e-05,1.428e-05,2368438072.0
2025-05-29,1.433e-05,1.467e-05,1.384e-05,1.384e-05,1669541487.0
2025-05-30,1.393e-05,1.393e-05,1.269e-05,1.277e-05,3569409366.0
2025-05-31,1.268e-05,1.293e-05,1.226e-05,1.282e-05,4384287151.0
2025-06-01,1.276e-05,1.307e-05,1.259e-05,1.295e-05,2008773374.0
2025-06-02,1.29e-05,1.323e-05,1.265e-05,1.32e-05,1002878060.0
2025-06-03,1.318e-05,1.344e-05,1.295e-05,1.303e-05,1900715028.0
2025-06-04,1.296e-05,1.318e-05,1.272e-05,1.277e-05,994998107.0
2025-06-05,1.282e-05,1.295e-05,1.19e-05,1.202e-05,2261701251.0
2025-06-06,1.197e-05,1.279e-05,1.197e-05,1.249e-05,2069417754.0
2025-06-07,1.243e-05,1.286e-05,1.236e-05,1.272e-05,526220408.0
2025-06-08,1.269e-05,1.269e-05,1.243e-05,1.251e-05,641724651.0
2025-06-09,1.248e-05,1.314e-05,1.235e-05,1.312e-05,2215961002.0
2025-06-10,1.311e-05,1.337e-05,1.284e-05,1.337e-05,1442269067.0
2025-06-11,1.335e-05,1.358e-05,1.286e-05,1.29e-05,2662313700.0
2025-06-12,1.294e-05,1.294e-05,1.215e-05,1.22e-05,2877665541.0
2025-06-13,1.216e-05,1.216e-05,1.142e-05,1.208e-05,5372784833.0
2025-06-14,1.209e-05,1.222e-05,1.189e-05,1.203e-05,2060523052.0
2025-06-15,1.206e-05,1.213e-05,1.181e-05,1.202e-05,1681805751.0
2025-06-16,1.202e-05,1.23e-05,1.185e-05,1.185e-05,683868386.0
2025-06-17,1.184e-05,1.205e-05,1.137e-05,1.166e-05,1443742846.0
2025-06-18,1.166e-05,1.178e-05,1.138e-05,1.17e-05,825249395.0
2025-06-19,1.168e-05,1.175e-05,1.144e-05,1.161e-05,592671821.0
2025-06-20,1.158e-05,1.181e-05,1.109e-05,1.124e-05,971235881.0
2025-06-21,1.13e-05,1.143e-05,1.065e-05,1.089e-05,2781718971.0
2025-06-22,1.09e-05,1.103e-05,1.007e-05,1.059e-05,4762578561.0
2025-06-23,1.06e-05,1.164e-05,1.058e-05,1.161e-05,3430386087.0
2025-06-24,1.164e-05,1.188e-05,1.15e-05,1.167e-05,1236753594.0
2025-06-25,1.171e-05,1.175e-05,1.149e-05,1.161e-05,1254404805.0
2025-06-26,1.16e-05,1.177e-05,1.119e-05,1.12e-05,1106593150.0
2025-06-27,1.12e-05,1.138e-05,1.107e-05,1.131e-05,2302397229.0
2025-06-28,1.131e-05,1.161e-05,1.127e-05,1.158e-05,634621138.0
2025-06-29,1.158e-05,1.196e-05,1.147e-05,1.186e-05,2346165074.0
