timestamp,open,high,low,close,volume
2025-03-28,2.783,2.7942,2.4761,2.5036,30421.7
2025-03-29,2.5152,2.539,2.2549,2.3153,29013.2
2025-03-30,2.2936,2.45,2.2825,2.3197,17543.5
2025-03-31,2.3521,2.3521,2.1898,2.2667,27956.0
2025-04-01,2.2678,2.516,2.2558,2.4063,32253.5
2025-04-02,2.3969,2.5417,2.2569,2.3102,40346.6
2025-04-03,2.3102,2.4374,2.1895,2.2362,65483.9
2025-04-04,2.2646,2.3002,2.1328,2.2595,63842.5
2025-04-05,2.2515,2.2713,2.1851,2.2156,14983.3
2025-04-06,2.2037,2.2172,1.8889,1.9212,183002.3
2025-04-07,1.9213,2.0924,1.7237,2.0118,128362.2
2025-04-08,2.011,2.096,1.9262,1.9262,43279.1
2025-04-09,1.935,2.2815,1.8718,2.2221,61431.4
2025-04-10,2.2221,2.2314,2.0531,2.1096,26837.4
2025-04-11,2.1226,2.2501,2.1026,2.1898,16955.2
2025-04-12,2.1889,2.3949,2.1591,2.3409,64282.2
2025-04-13,2.3487,2.4141,2.2049,2.2361,24099.5
2025-04-14,2.2314,2.35,2.1771,2.193,64062.6
2025-04-15,2.175,2.2467,2.0884,2.0886,14262.7
2025-04-16,2.0875,2.1333,2.03,2.0585,56223.7
2025-04-17,2.0606,2.1662,2.0494,2.1183,43522.5
2025-04-18,2.11,2.1497,2.099,2.1226,10576.9
2025-04-19,2.1257,2.174,2.1257,2.1582,2021.8
2025-04-20,2.1552,2.1622,2.0886,2.1128,20662.2
2025-04-21,2.1226,2.2822,2.12,2.1891,68170.8
2025-04-22,2.1966,2.742,2.1721,2.6585,176662.7
2025-04-23,2.6709,3.0779,2.6709,2.9619,242293.1
2025-04-24,2.98,3.3952,2.8995,3.3383,266713.0
2025-04-25,3.3538,3.8095,3.2822,3.5035,258394.3
2025-04-26,3.5174,3.6456,3.3627,3.5086,22106.9
2025-04-27,3.5161,3.6492,3.0,3.57,67636.7
2025-04-28,3.5466,3.8738,3.408,3.5168,124448.2
2025-04-29,3.5272,3.6315,3.4381,3.5462,101094.4
2025-04-30,3.5393,3.6,3.2781,3.5055,58954.0
2025-05-01,3.523,3.7642,3.4589,3.565,107731.5
2025-05-02,3.5497,3.5653,3.3994,3.4155,57198.5
2025-05-03,3.4155,3.4596,3.271,3.3426,13136.1
2025-05-04,3.345,3.3494,3.1605,3.2904,19524.8
2025-05-05,3.2718,3.4921,3.2168,3.4217,72570.3
2025-05-06,3.42,3.42,3.1228,3.361,59453.9
2025-05-07,3.3387,3.44,3.2382,3.33,59210.8
2025-05-08,3.3268,4.099,3.318,4.0308,295138.7
2025-05-09,4.0377,4.0777,3.8187,3.953,186017.3
2025-05-10,3.9467,4.1543,3.8436,4.1175,58020.5
2025-05-11,4.1182,4.2713,3.8981,4.0105,135446.8
2025-05-12,4.0234,4.2974,3.8138,3.9667,107281.7
2025-05-13,3.9804,4.1088,3.8082,4.0641,50983.8
2025-05-14,4.0701,4.076,3.8557,3.9171,58285.4
2025-05-15,3.9331,3.9521,3.6497,3.8377,68027.4
2025-05-16,3.8229,3.9433,3.7451,3.785,23716.7
2025-05-17,3.7764,3.8549,3.6775,3.8028,13769.3
2025-05-18,3.8013,4.0017,3.6942,3.9605,43259.3
2025-05-19,3.9555,3.9659,3.5905,3.833,39686.7
2025-05-20,3.8416,3.9331,3.7836,3.8554,30599.2
2025-05-21,3.8468,4.0599,3.8,3.9442,78372.8
2025-05-22,3.9608,4.1981,3.7361,3.8864,121839.8
2025-05-23,3.8858,3.9545,3.5368,3.5861,91767.4
2025-05-24,3.577,3.6945,3.575,3.5977,17392.1
2025-05-25,3.6377,3.6612,3.4282,3.6007,45565.7
2025-05-26,3.5982,3.654,3.4567,3.4662,44900.4
2025-05-27,3.5,3.7311,3.408,3.6718,47876.2
2025-05-28,3.6718,3.7424,3.516,3.6044,33936.8
2025-05-29,3.6066,3.7258,3.518,3.5238,23174.7
2025-05-30,3.5246,3.5506,3.1755,3.1875,29133.5
2025-05-31,3.19,3.3063,3.05,3.2463,63026.2
2025-06-01,3.2386,3.3608,3.1899,3.3608,8498.6
2025-06-02,3.34,3.3675,3.2285,3.3432,13706.8
2025-06-03,3.3266,3.3891,3.219,3.2486,22538.5
2025-06-04,3.2568,3.2902,3.1611,3.1611,11904.7
2025-06-05,3.1562,3.2273,2.8838,2.9129,63087.7
2025-06-06,2.9268,3.2188,2.9268,3.2003,47689.2
2025-06-07,3.1909,3.3063,3.1774,3.2381,13183.0
2025-06-08,3.2462,3.2833,3.1823,3.2273,12163.4
2025-06-09,3.2273,3.455,3.1885,3.4429,26567.9
2025-06-10,3.44,3.5541,3.3635,3.4916,24004.4
2025-06-11,3.4935,3.5264,3.3422,3.3943,26697.9
