timestamp,open,high,low,close,volume
2025-03-28,0.19311,0.19408,0.17993,0.18176,426876.0
2025-03-29,0.18273,0.18342,0.16679,0.17167,384392.0
2025-03-30,0.1719,0.17519,0.16678,0.16817,113379.0
2025-03-31,0.16785,0.16785,0.15674,0.1631,482261.0
2025-04-01,0.16351,0.17526,0.16214,0.17032,753351.0
2025-04-02,0.16987,0.18044,0.15799,0.16172,436201.0
2025-04-03,0.16132,0.16635,0.15365,0.16242,435343.0
2025-04-04,0.16307,0.16792,0.1584,0.16346,283538.0
2025-04-05,0.16417,0.16417,0.15896,0.16242,63873.0
2025-04-06,0.16205,0.16272,0.13579,0.1402,1688410.0
2025-04-07,0.13997,0.15447,0.125,0.15304,1133570.0
2025-04-08,0.15304,0.16663,0.14558,0.14558,947303.0
2025-04-09,0.14598,0.17688,0.14297,0.16851,1283928.0
2025-04-10,0.16886,0.1778,0.16362,0.16712,612395.0
2025-04-11,0.16776,0.17617,0.16493,0.16684,769593.0
2025-04-12,0.16721,0.1781,0.16572,0.1781,296960.0
2025-04-13,0.1766,0.1766,0.16362,0.16538,249481.0
2025-04-14,0.16548,0.17263,0.16275,0.1652,279216.0
2025-04-15,0.16525,0.16803,0.15658,0.15697,753848.0
2025-04-16,0.15693,0.16057,0.15429,0.15777,250314.0
2025-04-17,0.15759,0.16557,0.15636,0.16285,203239.0
2025-04-18,0.16314,0.16635,0.16287,0.16529,114009.0
2025-04-19,0.16603,0.16738,0.16461,0.16676,94383.0
2025-04-20,0.16721,0.16852,0.16097,0.16606,140756.0
2025-04-21,0.16737,0.17358,0.16615,0.16903,182577.0
2025-04-22,0.16924,0.18199,0.16818,0.18153,381931.0
2025-04-23,0.18132,0.18941,0.17775,0.18036,1287218.0
2025-04-24,0.18046,0.18887,0.17555,0.18829,439082.0
2025-04-25,0.18854,0.20188,0.18399,0.19218,516397.0
2025-04-26,0.19304,0.19806,0.19007,0.19185,293844.0
2025-04-27,0.19166,0.19397,0.185,0.19061,231240.0
2025-04-28,0.1904,0.19889,0.18562,0.19066,264193.0
2025-04-29,0.19057,0.19117,0.18358,0.18628,219786.0
2025-04-30,0.18558,0.18824,0.17635,0.18205,340725.0
2025-05-01,0.18233,0.19155,0.18232,0.18652,475689.0
2025-05-02,0.18592,0.19037,0.18396,0.18576,183950.0
2025-05-03,0.18724,0.18724,0.17984,0.18051,123811.0
2025-05-04,0.18055,0.18401,0.17585,0.17593,177211.0
2025-05-05,0.17638,0.17799,0.1719,0.17338,192029.0
2025-05-06,0.17354,0.17745,0.16992,0.17723,151434.0
2025-05-07,0.17727,0.18118,0.17313,0.17544,371094.0
2025-05-08,0.17696,0.19642,0.17696,0.19501,498074.0
2025-05-09,0.19536,0.2061,0.19295,0.20266,897755.0
2025-05-10,0.20266,0.2196,0.20062,0.2196,642027.0
2025-05-11,0.21833,0.22068,0.20147,0.20666,355244.0
2025-05-12,0.20705,0.22853,0.20536,0.21572,982390.0
2025-05-13,0.21542,0.21823,0.20091,0.21622,1457154.0
2025-05-14,0.21622,0.21642,0.20407,0.2061,594803.0
2025-05-15,0.20627,0.20765,0.19345,0.19716,734536.0
2025-05-16,0.19746,0.20153,0.194,0.19552,181590.0
2025-05-17,0.19561,0.19579,0.18713,0.19113,163672.0
2025-05-18,0.19111,0.20063,0.1871,0.19677,130585.0
2025-05-19,0.19697,0.19773,0.18469,0.1941,230428.0
2025-05-20,0.19399,0.19777,0.19068,0.19562,799753.0
2025-05-21,0.19528,0.20224,0.19274,0.19839,511141.0
2025-05-22,0.19803,0.20607,0.1976,0.2041,403983.0
2025-05-23,0.20494,0.20872,0.18925,0.1894,596503.0
2025-05-24,0.1904,0.19343,0.18748,0.18812,181748.0
2025-05-25,0.18838,0.19025,0.18104,0.18828,159406.0
2025-05-26,0.18815,0.19313,0.18444,0.18573,719045.0
2025-05-27,0.18602,0.19207,0.18258,0.18737,349959.0
2025-05-28,0.18637,0.18838,0.18154,0.18587,546142.0
2025-05-29,0.18612,0.19016,0.17817,0.17894,1968562.0
2025-05-30,0.17976,0.18031,0.16534,0.16762,235979.0
2025-05-31,0.16748,0.1699,0.16135,0.16816,243172.0
2025-06-01,0.1675,0.16956,0.16426,0.1686,127537.0
2025-06-02,0.16867,0.17249,0.16654,0.17131,213533.0
2025-06-03,0.17153,0.17536,0.17106,0.17169,116132.0
2025-06-04,0.17198,0.17374,0.16635,0.16694,229120.0
2025-06-05,0.16714,0.16945,0.15608,0.16,204495.0
2025-06-06,0.1595,0.16889,0.1595,0.16444,322903.0
2025-06-07,0.16459,0.17036,0.16435,0.16865,123426.0
2025-06-08,0.16869,0.1718,0.16643,0.16912,122509.0
2025-06-09,0.16944,0.17859,0.16805,0.17859,189296.0
2025-06-10,0.17774,0.18394,0.17606,0.18,188188.0
2025-06-11,0.18,0.18149,0.17114,0.17308,1184516.0
2025-06-12,0.17338,0.17338,0.16237,0.16326,843092.0
2025-06-13,0.16237,0.16237,0.15029,0.15881,638653.0
2025-06-14,0.15881,0.15947,0.1513,0.15532,182578.0
2025-06-15,0.15484,0.15543,0.15148,0.15481,43312.0
2025-06-16,0.15426,0.1631,0.15287,0.15287,194468.0
2025-06-17,0.15322,0.15678,0.14701,0.14837,331539.0
2025-06-18,0.14899,0.15202,0.14398,0.14798,312760.0
2025-06-19,0.14802,0.14961,0.145,0.14735,80189.0
2025-06-20,0.14707,0.15127,0.14091,0.14436,195789.0
2025-06-21,0.14458,0.14596,0.134,0.13798,515299.0
2025-06-22,0.1378,0.13954,0.12627,0.13347,951055.0
2025-06-23,0.13385,0.15182,0.13321,0.15182,477299.0
2025-06-24,0.1522,0.15519,0.15065,0.15339,526779.0
2025-06-25,0.1543,0.15651,0.14937,0.14975,2450532.0
2025-06-26,0.15041,0.15186,0.14206,0.14275,114473.0
2025-06-27,0.14269,0.14763,0.14206,0.14608,156783.0
2025-06-28,0.14612,0.14846,0.14557,0.14789,76667.0
2025-06-29,0.14785,0.15381,0.14672,0.15279,373021.0
2025-06-30,0.15182,0.15291,0.14772,0.14993,101388.0
2025-07-01,0.15041,0.15152,0.14307,0.14472,114186.0
2025-07-02,0.14491,0.15878,0.14397,0.15529,420205.0
2025-07-03,0.15594,0.1626,0.15504,0.15865,734267.0
2025-07-04,0.16051,0.16251,0.152,0.15288,211126.0
2025-07-05,0.15372,0.15632,0.15268,0.15461,76255.0
2025-07-06,0.15414,0.16139,0.15247,0.15994,74351.0
2025-07-07,0.1594,0.163,0.15674,0.15842,813855.0
2025-07-08,0.15874,0.16225,0.15531,0.16088,451025.0
2025-07-09,0.16094,0.17321,0.15999,0.17069,348427.0
2025-07-10,0.17114,0.195,0.16333,0.19,1438964.0
2025-07-11,0.18995,0.2093,0.18826,0.19348,1272311.0
2025-07-12,0.19424,0.2061,0.1909,0.19748,774919.0
2025-07-13,0.1972,0.25171,0.18667,0.24168,2238077.0
2025-07-14,0.24173,0.25738,0.23371,0.23671,1518159.0
