timestamp,open,high,low,close,volume
2025-03-28,8.4e-06,8.49e-06,7.62e-06,7.77e-06,1305075482.0
2025-03-29,7.82e-06,7.86e-06,7.03e-06,7.2e-06,829483969.0
2025-03-30,7.22e-06,7.31e-06,6.79e-06,6.93e-06,2360786018.0
2025-03-31,6.97e-06,7.31e-06,6.78e-06,7.22e-06,2189747304.0
2025-04-01,7.22e-06,7.84e-06,7.22e-06,7.74e-06,5784516291.0
2025-04-02,7.73e-06,8.03e-06,6.92e-06,7.1e-06,2643662329.0
2025-04-03,7.1e-06,7.28e-06,6.4e-06,6.71e-06,3586362074.0
2025-04-04,6.72e-06,7.24e-06,6.62e-06,7.2e-06,1683172632.0
2025-04-05,7.27e-06,7.35e-06,6.95e-06,7.04e-06,452489467.0
2025-04-06,7.01e-06,7.08e-06,6.2e-06,6.34e-06,2120568950.0
2025-04-07,6.35e-06,6.75e-06,5.76e-06,6.43e-06,4934755095.0
2025-04-08,6.43e-06,6.61e-06,5.94e-06,5.98e-06,1630833485.0
2025-04-09,6.07e-06,7.13e-06,5.83e-06,6.97e-06,8907898284.0
2025-04-10,6.93e-06,6.93e-06,6.51e-06,6.74e-06,5482715360.0
2025-04-11,6.65e-06,7.02e-06,6.65e-06,6.91e-06,1004600638.0
2025-04-12,6.94e-06,7.55e-06,6.84e-06,7.46e-06,4845777671.0
2025-04-13,7.38e-06,7.74e-06,7.13e-06,7.28e-06,996352288.0
2025-04-14,7.29e-06,7.69e-06,7.27e-06,7.35e-06,1284585155.0
2025-04-15,7.3e-06,7.49e-06,6.91e-06,6.99e-06,3309484682.0
2025-04-16,6.99e-06,7.3e-06,6.95e-06,7.13e-06,3017332189.0
2025-04-17,7.13e-06,7.42e-06,7.07e-06,7.22e-06,3325360675.0
2025-04-18,7.26e-06,7.33e-06,7.01e-06,7.33e-06,2127110322.0
2025-04-19,7.33e-06,7.59e-06,7.18e-06,7.48e-06,4700107018.0
2025-04-20,7.48e-06,7.67e-06,7.27e-06,7.51e-06,2003683827.0
2025-04-21,7.54e-06,8.02e-06,7.54e-06,7.75e-06,7067605884.0
2025-04-22,7.72e-06,9.24e-06,7.62e-06,8.81e-06,24748408727.0
2025-04-23,8.82e-06,9.29e-06,8.68e-06,8.85e-06,20701077393.0
2025-04-24,8.85e-06,8.86e-06,8.34e-06,8.75e-06,1716394951.0
2025-04-25,8.76e-06,9.27e-06,8.58e-06,9.04e-06,8177883324.0
2025-04-26,9.09e-06,9.78e-06,9.03e-06,9.16e-06,12202465159.0
2025-04-27,9.13e-06,9.19e-06,8.74e-06,8.81e-06,3148089189.0
2025-04-28,8.77e-06,9.18e-06,8.58e-06,8.95e-06,1206375665.0
2025-04-29,8.95e-06,9.15e-06,8.73e-06,8.84e-06,1385183559.0
2025-04-30,8.85e-06,9.11e-06,8.48e-06,8.85e-06,7414239562.0
2025-05-01,8.89e-06,9.06e-06,8.68e-06,8.7e-06,2492994823.0
2025-05-02,8.73e-06,8.9e-06,8.55e-06,8.69e-06,9828588378.0
2025-05-03,8.68e-06,8.7e-06,8.09e-06,8.17e-06,1988773153.0
2025-05-04,8.21e-06,8.27e-06,8.01e-06,8.09e-06,2012892821.0
2025-05-05,8.13e-06,8.34e-06,7.8e-06,7.97e-06,1603403108.0
2025-05-06,7.93e-06,8.01e-06,7.6e-06,8.01e-06,5292944392.0
2025-05-07,8.02e-06,8.29e-06,7.96e-06,8.27e-06,888997020.0
2025-05-08,8.27e-06,1.175e-05,8.22e-06,1.114e-05,28060370265.0
2025-05-09,1.109e-05,1.393e-05,1.066e-05,1.235e-05,24574561001.0
2025-05-10,1.237e-05,1.403e-05,1.219e-05,1.364e-05,17837006869.0
2025-05-11,1.369e-05,1.422e-05,1.261e-05,1.36e-05,12277699547.0
2025-05-12,1.359e-05,1.537e-05,1.28e-05,1.365e-05,19619184984.0
2025-05-13,1.361e-05,1.506e-05,1.276e-05,1.448e-05,4200421118.0
2025-05-14,1.444e-05,1.447e-05,1.353e-05,1.395e-05,8836327589.0
2025-05-15,1.397e-05,1.412e-05,1.27e-05,1.3e-05,9015718169.0
2025-05-16,1.304e-05,1.377e-05,1.255e-05,1.26e-05,2125947266.0
2025-05-17,1.261e-05,1.273e-05,1.197e-05,1.217e-05,2766836527.0
2025-05-18,1.22e-05,1.422e-05,1.216e-05,1.379e-05,13341383879.0
2025-05-19,1.385e-05,1.415e-05,1.252e-05,1.328e-05,10261116656.0
2025-05-20,1.329e-05,1.364e-05,1.266e-05,1.316e-05,7787655071.0
